W	PRON	NL	NN	NPN	BFNT	TFNT	NP
rhurch	r3J	6	1	11	303609	14914	3
crurge	kr3_	6	0	0	203493	14125	4
sladge	sl{_	6	2	9	362047	9742	4
wholc	wQlk	5	1	1	503977	65402	4
groarl	gr9l	6	0	8	519933	29185	4
queeb	kwib	5	2	1	215467	3904	4
wogue	w5g	5	2	10	152783	4628	3
kralve	kr{lv	6	0	0	358289	4245	5
troaf	tr5f	5	0	4	273412	12755	4
gnoace	n5s	6	0	16	399346	27295	3
whis	wIs	4	10	24	957274	249476	3
rharne	r#n	6	0	14	992121	27793	3
shroar	Sr9	6	0	3	643701	31908	3
thwot	TwQt	5	0	3	2151815	31	4
thwuk	TwVk	5	0	1	1894750	27	4
frirb	fr3b	5	0	0	278295	7284	4
besp	bEsp	4	2	1	378336	6572	4
sckrov	skrQv	6	0	0	295067	3758	5
phreln	frEln	6	0	0	511900	13989	5
pran	pr{n	4	6	9	798333	16162	4
gysck	gIsk	5	0	4	109375	0	4
lyldge	lIl_	6	0	2	235049	5803	4
gwore	gw9	5	1	1	873460	92303	3
thress	TrEs	6	2	8	2537691	77409	4
widge	wI_	5	4	23	345350	8969	3
shysc	SIsk	5	0	4	208667	313	4
thuke	Tjuk	5	0	3	2039910	4740	4
cirp	s3p	4	1	17	108506	18	3
dass	d{s	4	12	16	495882	14234	3
gleuff	gluf	6	0	3	165665	2442	4
blaign	bl1n	6	0	8	302113	19037	4
gnowl	n6l	5	1	15	351988	56385	3
seeff	sif	5	0	31	464713	42060	3
woce	w5s	4	3	6	219136	0	3
tronch	trQnJ	6	1	1	733542	35613	5
feente	fint	6	0	6	610375	94558	4
ghub	gVb	4	2	19	131976	139	3
volc	vQlk	4	2	0	66572	49	4
kreege	kri_	6	0	7	647491	30919	4
rendge	rEn_	6	0	4	1259075	33121	4
bliegn	bl2n	6	0	5	160057	4579	4
ghwolk	gwQlk	6	0	0	306959	683	5
psorme	s9m	6	0	23	733809	15133	3
swuill	swul	6	0	8	356457	71942	4
thrul	TrVl	5	1	4	2071658	36899	4
phliep	fl2p	6	0	5	157611	3251	4
strilf	strIlf	6	0	0	512839	36627	6
gwirg	gw3g	5	0	0	299712	159	4
thwok	TwQk	5	0	1	2062481	443	4
shunck	SVNk	6	0	10	336524	6610	4
ghulve	gVlv	6	0	5	395561	3096	4
knelse	nEls	6	0	3	564283	21587	4
lauth	l9T	5	1	12	2171038	15080	3
drelch	drElJ	6	1	1	691630	6232	5
trurr	tr3	5	0	6	168729	10973	3
wrirk	r3k	5	0	24	221004	3340	3
shromf	SrQmf	6	0	0	527405	93883	5
galdge	g{l_	6	0	1	385165	6199	4
rhaimb	r1m	6	0	36	757370	12854	3
plurph	pl3f	6	0	0	131887	2448	4
ghlus	glVs	5	0	6	254932	1480	4
psalp	s{lp	5	1	1	262740	3126	4
shynt	SInt	5	1	11	236629	303	4
bylf	bIlf	4	0	5	85291	0	4
spluge	splu_	6	0	2	194741	5107	5
geam	_im	4	7	16	340104	7272	3
yirph	j3f	5	0	4	113348	15	3
fleele	flil	6	1	5	553003	16316	4
bleuv	bluv	5	0	3	157630	1407	4
komn	kQm	4	0	21	148287	0	3
poursh	p9S	6	0	15	756681	69063	3
kolge	kQl_	5	0	1	127651	154	4
kench	kEnJ	5	4	7	572759	13136	4
skauce	sk9s	6	0	5	168301	770	4
thrie	Tr2	5	1	11	2042052	49658	3
haige	h1_	5	0	11	800632	9268	3
nerlte	n3lt	6	0	2	538676	490	4
thwawn	Tw9n	6	0	2	2219489	2734	4
grif	grIf	4	5	9	191045	2883	4
skeunt	skunt	6	0	3	288551	12469	5
cloock	kluk	6	0	9	353474	52964	4
thooge	Tu_	6	0	0	2306996	40177	3
ghrulc	grVlk	6	0	0	287492	3889	5
roolte	rult	6	0	4	502390	26667	4
splerc	spl3k	6	0	1	449664	5595	5
serthe	s3D	6	1	11	4175929	1323687	3
splank	spl{Nk	6	0	0	909387	52244	6
cise	s2s	4	4	20	602360	6750	3
keetch	kiJ	6	0	20	586368	36120	3
phruln	frVln	6	0	0	182566	4444	5
darlt	d#lt	5	0	3	314457	5014	4
clolce	klQls	6	0	3	276626	14317	5
twurch	tw3J	6	0	3	315452	10826	4
craub	kr9b	5	0	4	103713	4071	4
skev	skEv	4	1	3	156678	8515	4
keush	kuS	5	0	16	419418	5347	3
brarmn	br#m	6	0	5	362300	15125	4
treev	triv	5	2	5	637075	45889	4
drock	drQk	5	2	5	290330	17733	4
skylch	skIlJ	6	0	2	225098	1623	5
ghwim	gwIm	5	0	2	383631	443	4
ghwurg	gw3g	6	0	0	199238	1041	4
sweek	swik	5	3	8	375225	22009	4
tralck	tr{lk	6	0	0	328776	15899	5
rhawk	r9k	5	0	26	572132	1000	3
ciemn	s2m	5	0	24	95627	0	3
dwonch	dwQnJ	6	0	0	607554	19583	5
theesh	TiS	6	1	4	4156412	1323923	3
yarg	j#g	4	3	2	257015	9694	3
queemb	kwim	6	0	3	275917	18861	4
yirse	j3s	5	0	9	422654	37772	3
spirk	sp3k	5	4	15	179854	2341	4
chirth	J3T	6	0	10	2602249	28697	3
slesp	slEsp	5	1	0	351605	21353	5
jeathe	_iD	6	0	5	4271380	1351139	3
droarp	dr9p	6	0	8	477285	15552	4
pleave	pliv	6	2	7	635967	137788	4
nisk	nIsk	4	2	4	391755	1947	4
ghlowl	gl6l	6	0	1	356403	8283	4
phrar	fr#	5	0	6	348401	2155	3
stroy	str4	5	2	3	510104	30617	4
squelk	skwElk	6	1	1	128511	5670	6
clourv	kl9v	6	0	6	638962	66931	4
phreb	frEb	5	0	2	433896	13996	4
glorge	gl9_	6	1	0	540964	18098	4
blarp	bl#p	5	1	2	364437	16513	4
gnewl	njul	5	0	5	227719	28667	4
flarv	fl#v	5	1	1	363595	12457	4
whorsh	w9S	6	1	15	1025086	66370	3
krar	kr#	4	0	5	307017	869	3
niss	nIs	4	8	19	409120	6533	3
brerm	br3m	5	1	3	681483	11541	4
sckylf	skIlf	6	0	2	98418	0	5
scrure	skr9	6	0	4	537304	12189	4
zod	zQd	3	12	14	41079	0	3
thuve	Tjuv	5	0	1	2063777	4070	4
sweann	swin	6	0	10	1114449	24358	4
smett	smEt	5	1	6	306649	4298	4
krinch	krInJ	6	0	3	766122	31095	5
gwizz	gwIz	5	0	1	185232	38	4
fragn	fr{n	5	0	4	179056	5566	4
girlte	g3lt	6	0	3	256185	15465	4
flegg	flEg	5	0	7	162948	7209	4
krelv	krElv	5	0	0	473386	1632	5
dwuimn	dwum	6	0	0	113487	5	4
scoam	sk5m	5	1	4	183207	5982	4
ghras	gr{s	5	0	10	632678	4486	4
bont	bQnt	4	9	8	366491	12188	4
dalmn	d{lm	5	0	0	172075	1709	4
gnyche	nIS	6	0	12	1951288	16729	3
twowse	tw6s	6	0	1	559091	28753	4
blil	blIl	4	3	3	230782	1211	4
thirl	T3l	5	3	10	2380607	126051	3
neut	nut	4	5	29	337301	8	3
swuigg	swug	6	0	4	104439	469	4
krirc	kr3k	5	0	9	193703	65	4
blett	blEt	5	1	6	221701	8181	4
snoone	snun	6	1	6	769801	87151	4
skralm	skr{lm	6	0	0	229084	2509	6
flafe	fl1f	5	3	6	177700	6448	4
beece	bis	5	1	24	453303	51466	3
kneiff	n1f	6	0	11	356089	10901	3
drelte	drElt	6	0	3	604161	13872	5
gnylv	nIlv	5	0	0	8415	0	4
hooc	huk	4	5	15	354154	12237	3
huldge	hVl_	6	0	4	360662	103094	4
rurnt	r3nt	5	1	5	198730	12960	4
jarv	_#v	4	1	7	250958	979	3
splig	splIg	5	2	2	230625	9937	5
dwam	dw{m	4	2	2	310526	569	4
twurge	tw3_	6	0	2	183976	12296	4
driegn	dr2n	6	0	9	144824	20531	4
sneafe	snif	6	0	4	452897	6085	4
ceph	sEf	4	0	17	112324	11	3
tulc	tVlk	4	1	5	128840	50	4
rawn	r9n	4	7	34	136386	6838	3
spic	spIk	4	4	15	126535	4880	4
brof	brQf	4	2	4	741083	9125	4
splolv	splQlv	6	0	0	222990	2789	6
kiegue	k2g	6	0	4	91533	4764	3
thelmn	TElm	6	0	2	3728034	1326401	4
crasck	kr{sk	6	0	1	593261	7558	5
skroop	skrup	6	0	6	384844	15770	5
ghwamn	gw{m	6	0	2	420515	1375	4
ghourm	g9m	6	0	17	836274	99312	3
sporme	sp9m	6	0	7	666789	18108	4
sckeng	skEN	6	0	2	507622	10842	4
gwoarl	gw9l	6	0	0	407546	3544	4
brult	brVlt	5	1	2	189620	4589	5
thutt	TVt	5	0	16	2074079	5999	3
brerme	br3m	6	0	3	905384	13811	4
phaup	f9p	5	0	16	624307	928	3
peaph	pif	5	1	25	284331	7025	3
smeeve	smiv	6	1	2	581418	5698	4
trumn	trVm	5	1	9	97093	10915	4
croobe	krub	6	0	9	539244	20271	4
trult	trVlt	5	1	2	220845	13898	5
squerl	skw3l	6	1	4	292105	5599	5
plunch	plVnJ	6	1	1	342301	16433	5
gnynge	nIn_	6	0	0	150571	13875	4
wheebb	wib	6	0	11	2181503	67671	3
glern	gl3n	5	1	2	402355	1192	4
fip	fIp	3	18	24	67802	0	3
jirche	_3S	6	0	3	2067963	23508	3
jube	_ub	4	4	12	208214	573	3
dus	dVs	3	10	28	138811	1072	3
glob	glQb	4	4	6	114966	1593	4
gnilp	nIlp	5	0	0	143769	117	4
skith	skIT	5	3	8	2309066	125380	4
toarb	t9b	5	0	15	1237317	3329	3
shrigh	Sr2	6	0	6	449213	83055	3
yeamn	jim	5	1	9	326550	31478	3
pleell	plil	6	0	5	644996	53576	4
skiel	sk2l	5	5	13	162754	8785	4
mease	mis	5	3	24	1111749	44593	3
blint	blInt	5	5	3	643119	21939	5
shroz	SrQz	5	0	1	380766	22188	4
bomph	bQmf	5	1	3	204534	1094	4
plaile	pl1l	6	1	9	493359	60649	4
twarv	tw#v	5	0	1	527357	10802	4
juish	_uS	5	0	7	552544	7572	3
snok	snQk	4	4	10	247344	1340	4
splief	spl2f	6	0	1	208326	8440	5
wharte	w#t	6	0	24	1180241	80623	3
thwike	Tw2k	6	0	1	2242576	36711	4
phleit	fl1t	6	0	16	568054	50	4
spoall	sp5l	6	0	7	427657	102780	4
liente	l2nt	6	0	8	501326	34736	4
isp	Isp	3	1	1	382843	293	3
frerbe	fr3b	6	0	0	901155	8497	4
lylmb	lIlm	5	0	2	11188	0	4
doarle	d9l	6	0	29	576823	4100	3
squack	skw{k	6	1	2	182969	41495	5
spleff	splEf	6	0	0	233180	13988	5
woobe	wub	5	0	8	454862	3120	3
wreese	ris	6	0	20	1007023	57438	3
pruv	prVv	4	0	1	48127	239	4
knolph	nQlf	6	0	1	309222	27754	4
squart	skw#t	6	2	2	313184	32937	5
jeatt	_it	5	0	19	627317	30707	3
sherb	S3b	5	0	6	2142985	235598	3
skret	skrEt	5	1	0	481046	765	5
plimph	plImf	6	0	0	233497	4713	5
dweive	dw1v	6	0	0	417771	34022	4
vith	vIT	4	2	5	2267857	120496	3
premf	prEmf	5	0	0	468639	5126	5
mulf	mVlf	4	4	3	156927	461	4
churte	J3t	6	0	16	427562	11873	3
krormb	kr9m	6	0	7	576118	8324	4
knysk	nIsk	5	0	4	84519	0	4
thwesc	TwEsk	6	0	0	2260556	3313	5
veage	vi_	5	2	4	452752	10451	3
shripe	Sr2p	6	3	4	329374	9697	4
krirnt	kr3nt	6	0	0	272980	775	5
mornt	m9nt	5	1	13	537304	45614	4
pluve	pluv	5	1	2	202269	1852	4
stoile	st4l	6	0	10	1503586	43316	4
gnalth	n{lT	6	0	0	2062408	8299	4
geedge	_i_	6	0	6	581753	23606	3
faush	f9S	5	2	15	344083	10967	3
phring	frIN	6	0	5	654674	43892	4
quife	kw2f	5	2	3	161267	26933	4
trync	trINk	5	0	5	104181	4330	5
cooch	kuJ	5	5	17	438281	2848	3
getch	_EJ	5	4	11	339761	32428	3
churm	J3m	5	2	12	314462	7340	3
loall	l5l	5	0	33	464549	99342	3
spemb	spEm	5	0	7	141516	10532	4
tante	t{nt	5	1	13	938235	22444	4
quenge	kwEn_	6	0	1	387986	19225	5
whab	w{b	4	2	15	800836	43719	3
sckiep	sk2p	6	0	10	168788	133	4
spreab	sprib	6	1	1	658915	50936	5
screll	skrEl	6	1	2	721743	43902	5
sharl	S#l	5	6	11	975010	25919	3
voothe	vuD	6	1	2	3931219	1331901	3
swuite	swut	6	0	8	487078	32116	4
phroob	frub	6	0	1	385842	34432	4
hal	h{l	3	10	28	690919	12303	3
blelse	blEls	6	0	0	511751	13064	5
tunt	tVnt	4	10	15	147705	4670	4
bluck	blVk	5	4	10	143879	8998	4
quyth	kwIT	5	0	8	1912956	498	4
mooff	muf	5	0	16	772794	17986	3
thoof	Tuf	5	0	8	2760268	41872	3
flirgn	fl3n	6	0	3	231773	2457	4
throln	TrQln	6	1	0	2178646	56733	5
snunk	snVNk	5	3	3	100014	2379	5
prack	pr{k	5	5	5	244001	42850	4
ghelmb	gElm	6	0	2	1947018	17278	4
painge	p1n_	6	0	4	756487	68340	4
fryle	fr2l	5	0	5	243135	2064	4
spieff	sp2f	6	0	7	113027	7942	4
ghrerf	gr3f	6	0	3	774140	13437	4
gweegn	gwin	6	0	4	365706	8803	4
shonc	SQNk	5	1	3	642109	50061	4
psurl	s3l	5	0	26	144350	5698	3
vownt	v6nt	5	0	6	280457	52681	4
hinch	hInJ	5	6	9	1050986	52589	4
ghed	gEd	4	2	24	2118459	20182	3
rosh	rQS	4	10	18	413927	4612	3
dweag	dwig	5	0	0	404422	4863	4
drylv	drIlv	5	0	2	36254	1562	5
balc	b{lk	4	6	3	180967	2252	4
shrenn	SrEn	6	0	3	796698	21805	4
yotch	jQJ	5	2	5	489316	12153	3
cherme	J3m	6	0	12	2431407	177074	3
swarg	sw#g	5	3	3	515854	19348	4
psalb	s{lb	5	1	1	253474	2119	4
spleem	splim	6	1	1	440533	23018	5
thweer	Tw7	6	0	1	2485953	11735	3
ferp	f3p	4	1	11	294324	112	3
crunk	krVNk	5	5	5	141427	10559	5
twaute	tw9t	6	0	4	548912	1368	4
sosck	sQsk	5	0	1	267863	0	4
gweul	gwul	5	0	0	287371	65	4
weuch	wuJ	5	2	11	414085	38115	3
kirph	k3f	5	0	16	134066	755	3
skoab	sk5b	5	0	2	46524	0	4
phoove	fuv	6	0	5	522109	33639	3
smerlt	sm3lt	6	0	2	518272	2631	5
beuff	buf	5	1	18	197402	2121	3
rhab	r{b	4	0	24	555813	0	3
deage	di_	5	0	9	355701	23475	3
bralck	br{lk	6	0	0	297551	4956	5
glim	glIm	4	4	6	193103	3361	4
skyme	sk2m	5	0	7	250823	1511	4
grewsh	gruS	6	0	3	656612	27335	4
phlele	flil	6	0	5	357110	258	4
phylv	fIlv	5	0	5	20080	0	4
trornt	tr9nt	6	0	0	700645	10354	5
scilch	skIlJ	6	0	2	334848	282	5
gnage	n1_	5	0	12	95099	10046	3
blell	blEl	5	0	2	447602	37917	4
plorle	pl9l	6	0	0	648379	18004	4
throok	Truk	6	0	0	2309757	106383	4
felch	fElJ	5	4	5	332362	9680	4
weith	w1T	5	1	20	2493619	122785	3
slelm	slElm	5	0	0	231490	3889	5
froate	fr5t	6	0	9	803513	110279	4
spluth	splVT	6	0	0	2135225	15012	5
strolt	strQlt	6	1	1	580961	34722	6
thull	TVl	5	0	10	2233901	13666	3
phoarf	f9f	6	0	15	466585	5087	3
wighnt	w2nt	6	0	8	437884	63436	4
clebb	klEb	5	0	2	173322	7250	4
florn	fl9n	5	1	6	495061	13234	4
nalte	n{lt	5	0	5	255864	4850	4
krulv	krVlv	5	0	0	144052	2680	5
gitch	gIJ	5	6	13	596069	14119	3
breatt	brit	6	2	15	1045808	79169	4
chack	J{k	5	9	33	910777	54290	3
froop	frup	5	2	6	456953	92478	4
thwann	Tw{n	6	0	1	2863792	13682	4
kirthe	k3D	6	0	8	3819094	1325004	3
tweal	twil	5	1	5	552917	15189	4
deunn	dun	5	0	24	123597	212	3
musp	mVsp	4	6	4	198284	15553	4
sproz	sprQz	5	0	2	237926	9117	5
pheave	fiv	6	0	11	2220106	127552	3
prulp	prVlp	5	0	0	170913	3125	5
phint	fInt	5	3	15	892867	46503	4
brulph	brVlf	6	0	0	184745	4605	5
ghwirl	gw3l	6	0	2	419300	8003	4
shomf	SQmf	5	0	0	500844	50460	4
chyce	J2s	5	0	13	293366	200	3
zith	zIT	4	2	6	2262951	120496	3
skrysp	skrIsp	6	0	1	83306	13	6
lagn	l{n	4	3	33	117325	815	3
shreab	Srib	6	0	3	801755	57427	4
spruil	sprul	6	0	2	213755	10505	5
striel	str2l	6	0	6	504395	54503	5
ghyss	gIs	5	0	15	184035	10	3
merbe	m3b	5	1	7	636177	1445	3
broark	br9k	6	0	9	511331	27862	4
wunch	wVnJ	5	7	9	295505	12199	4
thiese	Tis	6	0	8	2711912	141015	3
ghwa	gw#	4	0	0	361902	27	3
squelp	skwElp	6	0	1	122839	13884	6
goign	g4n	5	1	9	160487	3409	3
maipe	m1p	5	1	23	268257	5927	3
fomn	fQm	4	0	13	327209	0	3
squerg	skw3g	6	0	2	281601	5941	5
coague	k5g	6	0	14	147558	9127	3
hieth	h2T	5	0	10	2354243	3853	3
brolm	brQlm	5	1	0	281420	13087	5
yaime	j1m	5	0	12	424619	43302	3
marfe	m#f	5	1	15	400421	5906	3
gwok	gwQk	4	0	0	168954	416	4
flaine	fl1n	6	0	10	853387	46520	4
shargn	S#n	6	0	15	968073	33271	3
leabb	lib	5	0	23	355713	34676	3
krolph	krQlf	6	0	0	261996	4849	5
smogn	smQn	5	1	4	110246	2098	4
kneuk	nuk	5	0	7	210830	9729	3
quoul	kw6l	5	0	3	555516	98600	4
fryth	frIT	5	1	4	1998407	710	4
clav	kl{v	4	7	11	227154	8314	4
gneigg	n1g	6	0	9	309977	5834	3
gleun	glun	5	1	5	207097	321	4
spryph	sprIf	6	0	3	63773	4266	5
splarb	spl#b	6	0	0	406915	35201	5
whimph	wImf	6	0	3	709903	120696	4
sparm	sp#m	5	5	7	341437	27582	4
flurg	fl3g	5	1	3	119741	2674	4
nurtch	n3J	6	0	10	335360	16978	3
clace	kl1s	5	3	5	311926	53264	4
glik	glIk	4	1	4	137157	34386	4
smurle	sm3l	6	0	6	291226	1246	4
pufe	pjuf	4	4	4	79631	202	4
ghlenc	glENk	6	0	0	491845	6752	5
sckesp	skEsp	6	0	0	420652	15586	5
spyle	sp2l	5	1	13	168403	1993	4
plilge	plIl_	6	0	0	312171	1133	5
jusk	_Vsk	4	8	8	182548	21186	4
krere	kr7	5	0	7	1019110	146461	3
cliet	kl2t	5	0	11	229500	5745	4
sprulv	sprVlv	6	0	0	193821	7104	6
cauve	k9v	5	4	20	262191	5826	3
speig	sp1g	5	1	6	211345	15735	4
thoag	T5g	5	1	3	2126349	28249	3
phrirf	fr3f	6	0	0	222420	2501	4
thwoan	Tw5n	6	0	2	2750275	1066	4
bleth	blET	5	0	3	2114888	9578	4
frerne	fr3n	6	0	1	918955	17316	4
fleath	fliT	6	0	4	2671613	75997	4
wong	wQN	4	7	20	454363	22920	3
dreit	dr1t	5	0	10	842679	6196	4
keague	kig	6	1	11	388311	6263	3
quighl	kw2l	6	0	4	217124	72997	4
gwobe	gw5b	5	1	1	309996	711	4
knuif	nuf	5	0	10	128511	2	3
hilve	hIlv	5	1	2	633986	23891	4
ghyse	g2s	5	0	17	390514	10	3
flutt	flVt	5	1	14	195427	1608	4
thurve	T3v	6	0	7	2146120	12595	3
krauth	kr9T	6	0	2	2135601	12254	4
rirlte	r3lt	6	0	0	311543	7854	4
ghebb	gEb	5	0	7	1862138	2187	3
thad	T{d	4	9	17	2625626	332271	3
helb	hElb	4	5	5	1829844	15002	4
thaul	T9l	5	0	20	2574534	224032	3
pseefe	sif	6	0	31	519093	42823	3
glurg	gl3g	5	0	0	109803	1852	4
smet	smEt	4	1	6	306271	4271	4
chouse	J6s	6	1	6	1202663	147101	3
knoof	nuf	5	0	10	903541	28963	3
peugn	pun	5	0	22	105826	0	3
froase	fr5s	6	0	2	976753	99241	4
dwern	dw3n	5	0	0	432028	61167	4
splye	spl2	5	0	2	117140	1028	4
shewnt	Sunt	6	0	1	2082170	81709	4
meng	mEN	4	1	4	513380	14447	3
snirt	sn3t	5	4	6	170341	3424	4
choarp	J9p	6	0	9	659912	16447	3
cleage	kli_	6	1	4	468951	51698	4
krorsh	kr9S	6	0	5	769480	6021	4
owndge	6n_	6	0	2	862156	58291	3
bleann	blin	6	0	8	1090074	52771	4
spaint	sp1nt	6	2	2	709122	42302	5
sprant	spr{nt	6	2	1	897837	38464	6
squime	skw2m	6	0	1	354108	52611	5
sweck	swEk	5	1	4	257082	7193	4
struit	strut	6	1	8	729897	47711	5
squaug	skw9g	6	0	3	87277	11352	5
durse	d3s	5	3	17	399991	28248	3
beig	b1g	4	2	21	306907	5254	3
gweett	gwit	6	0	4	421392	24931	4
poule	p6l	5	1	23	706275	107019	3
torg	t9g	4	5	16	1343879	4944	3
stremp	strEmp	6	0	0	771303	39661	6
chon	JQn	4	5	15	646972	14055	3
queun	kwun	5	2	4	94404	2653	4
gwuin	gwun	5	0	2	479016	340	4
broofe	bruf	6	0	8	942775	24978	4
scralp	skr{lp	6	0	0	249342	8939	6
chente	JEnt	6	0	16	2317778	116322	4
ghawt	g9t	5	0	37	682809	658	3
knieg	n2g	5	0	8	94211	1331	3
nalt	n{lt	4	3	5	165276	4846	4
plag	pl{g	4	5	7	147991	27995	4
lause	l9s	5	4	27	494196	73993	3
scramp	skr{mp	6	2	2	169010	12927	6
fimp	fImp	4	2	3	157221	845	4
phramn	fr{m	6	0	7	163239	4108	4
thweun	Twun	6	0	1	2130003	27	4
smirf	sm3f	5	1	2	163641	4391	4
dromb	drQm	5	0	7	363739	77739	4
celm	sElm	4	4	5	168118	1319	4
sud	sVd	3	12	32	34185	22	3
clozz	klQz	5	0	13	131014	14270	4
weighm	w1m	6	2	30	413609	70443	3
freng	frEN	5	0	2	778358	16849	4
cieg	s2g	4	0	11	43204	150	3
wrurf	r3f	5	0	11	116884	267	3
stiek	st2k	5	3	15	363208	20011	4
vaip	v1p	4	2	13	121551	241	3
speabe	spib	6	0	3	473527	15842	4
gurv	g3v	4	0	12	93710	468	3
skremb	skrEm	6	0	3	478021	0	5
jaugg	_9g	5	0	8	71415	6214	3
troogn	trun	6	0	8	400424	19749	4
krulth	krVlT	6	0	0	2053486	7064	5
toav	t5v	4	1	15	1087013	421	3
cas	k{s	3	12	25	516686	8299	3
cuigg	kug	5	0	12	103858	72	3
fremp	frEmp	5	1	1	554381	8053	5
spync	spINk	5	0	4	65693	166	5
proagg	pr5g	6	0	8	246217	12734	4
craigg	kr1g	6	0	8	265479	19677	4
wroln	rQln	5	0	0	258230	9624	4
goac	g5k	4	3	16	173249	2147	3
broph	brQf	5	1	4	248988	14108	4
nomf	nQmf	4	0	1	344254	42	4
pra	pr#	3	4	7	83544	2348	3
ghrulv	grVlv	6	0	0	290123	3869	5
ghwulv	gwVlv	6	0	0	225866	0	5
zoln	zQln	4	0	0	60883	0	4
jarle	_#l	5	0	9	405657	1696	3
zine	z2n	4	14	20	631676	17193	3
gneint	n1nt	6	0	5	762544	14141	4
cranch	kr{nJ	6	2	2	1029581	33912	5
rhel	rEl	4	1	29	1829838	15005	3
gweme	gwim	5	0	1	453995	9686	4
jelm	_Elm	4	1	4	85313	188	4
knawlt	n9lt	6	0	6	85776	852	4
kieb	k2b	4	0	8	59729	133	3
soin	s4n	4	9	18	592218	11892	3
shilmn	SIlm	6	0	1	636581	26760	4
yoan	j5n	4	3	23	879401	1037	3
gnouch	n6J	6	1	7	867211	41250	3
woolt	wult	5	0	3	346379	14924	4
lulb	lVlb	4	2	3	126573	278	4
pote	p5t	4	13	29	256163	7994	3
pleimn	pl1m	6	0	14	322478	3381	4
gnult	nVlt	5	0	2	137460	1055	4
torme	t9m	5	0	27	1580857	13732	3
shaice	S1s	6	0	18	985011	33093	3
choamn	J5m	6	0	14	472875	13662	3
skerse	sk3s	6	0	5	706811	25101	4
chorch	J9J	6	1	6	963946	30076	3
screge	skri_	6	0	5	503699	7605	5
wrizz	rIz	5	1	27	87292	3458	3
flawt	fl9t	5	1	13	135692	9379	4
vondge	vQn_	6	0	0	915872	7995	4
strurb	str3b	6	0	0	420967	35073	5
snowth	sn6T	6	0	1	2245596	60503	4
scink	skINk	5	2	3	512533	20575	5
glulv	glVlv	5	0	0	136431	244	5
nolv	nQlv	4	0	1	260460	838	4
chuith	JuT	6	0	6	2493333	134733	3
thruck	TrVk	6	0	3	2069057	41049	4
sckoob	skub	6	0	4	244446	19	4
sourth	s9T	6	1	17	2554742	74563	3
winge	wIn_	5	6	5	788373	52505	4
fouce	f6s	5	1	11	734568	18679	3
talp	t{lp	4	5	2	209444	9568	4
plulce	plVls	6	0	1	246606	1865	5
blirc	bl3k	5	0	8	233254	1290	4
buish	buS	5	0	15	629567	10689	3
wrilf	rIlf	5	0	1	208847	3858	4
ghrerm	gr3m	6	0	4	797855	17599	4
largn	l#n	5	1	21	357329	14956	3
nulmb	nVlm	5	0	0	123369	8	4
zawp	z9p	4	1	4	17875	5	3
phraup	fr9p	6	0	2	170735	1565	4
quaife	kw1f	6	0	4	252358	19714	4
feame	fim	5	2	18	553656	48084	3
skrimn	skrIm	6	0	4	192767	3138	5
phroln	frQln	6	0	0	289516	24278	5
ghesk	gEsk	5	0	3	2058099	27674	4
thwive	Tw2v	6	1	1	2261975	32256	4
voott	vut	5	0	16	287156	5605	3
sprurt	spr3t	6	0	4	202782	8957	5
thramn	Tr{m	6	0	7	2052369	36563	4
gholn	gQln	5	0	1	367642	12072	4
fleach	fliJ	6	2	7	659445	73457	4
thrinn	TrIn	6	0	4	2466703	48254	4
psul	sVl	4	0	28	157566	61	3
rultch	rVlJ	6	0	1	368296	15543	4
splac	spl{k	5	2	2	255659	47203	5
dwawnt	dw9nt	6	0	1	396293	2916	5
ghoagn	g5n	6	0	25	345473	853	3
stalte	st{lt	6	0	2	562508	44566	5
shoone	Sun	6	0	20	922817	135787	3
prien	pr2n	5	3	13	341560	28910	4
dwirt	dw3t	5	0	0	335595	3346	4
skrule	skrul	6	0	5	303142	5668	5
wheabe	wib	6	0	11	2389356	89004	3
thwoat	Tw5t	6	1	3	2443926	4539	4
taup	t9p	4	2	20	128930	1212	3
gweup	gwup	5	0	2	226274	65	4
blourv	bl9v	6	0	0	624827	58776	4
drump	drVmp	5	3	4	68165	6226	5
wolve	wQlv	5	1	1	340562	3913	4
dymf	dImf	4	0	4	714	0	4
plolth	plQlT	6	0	0	2102957	4709	5
skrulc	skrVlk	6	0	0	166480	2700	6
jelph	_Elf	5	0	4	95588	9108	4
flaz	fl{z	4	8	16	117507	5289	4
primph	prImf	6	0	0	200123	11782	5
swuiff	swuf	6	0	4	116350	1569	4
clerse	kl3s	6	0	1	722486	24282	4
cylb	sIlb	4	0	3	2087	0	4
gowthe	g6D	6	0	3	3856092	1315581	3
phlimp	flImp	6	0	0	199294	3690	5
phlerb	fl3b	6	0	2	377853	981	4
briv	brIv	4	4	8	135126	10315	4
glilve	glIlv	6	0	0	375716	3457	5
joff	_Qf	4	2	10	560751	13410	3
croul	kr6l	5	1	7	746366	146244	4
dweit	dw1t	5	1	0	600413	2412	4
rhuiv	ruv	5	0	19	65781	0	3
gowlte	g6lt	6	0	2	320980	1554	4
shieb	S2b	5	2	5	552863	6413	3
blolmn	blQlm	6	0	0	181316	6162	5
spreef	sprif	6	1	1	638394	40536	5
fruff	frVf	5	2	2	145985	3443	4
ditt	dIt	4	2	30	395615	121	3
scoque	sk5k	6	0	4	137581	4681	4
shrign	SrIn	6	0	3	343658	23511	4
swuiph	swuf	6	0	4	43840	428	4
